5.948686	5.755166
8.939998	10.467381
8.945376	10.249242
10.690259	10.853230
10.616944	10.582909
8.174609	6.937721
8.757489	5.971616
9.154117	10.073848
7.688547	8.621503
8.498984	8.511038
9.096673	7.911832
8.511078	7.105901
9.086947	9.227863
10.065015	10.428247
8.597127	8.531816
8.654371	8.350006
9.695155	11.341429
8.461249	8.619127
7.846673	9.593334
8.613309	7.890154
10.260925	8.705062
8.349954	7.795386
9.507233	10.370653
9.914372	12.064971
10.520208	11.103076
9.818254	10.554357
9.774282	10.288340
9.245077	8.010135
9.057071	8.307333
9.120203	8.949879
12.303258	10.961382
7.254652	7.841807
7.999673	6.655943
11.526473	12.988148
7.310760	8.341255
10.442100	11.348397
9.550509	9.178856
9.447076	10.449732
9.355767	8.703095
9.023958	8.089359
9.385456	9.679229
9.369849	9.400112
9.777481	11.185340
6.810154	5.889838
9.397653	9.098526
8.888986	9.141193
9.889071	8.513446
8.007380	7.565585
9.586808	10.383224
9.802690	9.462644
9.183606	9.847405
7.318119	8.541360
9.229643	9.729312
6.891695	5.999042
8.552151	7.130901
9.304138	8.454283
8.298504	5.499965
8.690265	7.605046
9.158231	9.239659
6.768762	6.279146
7.830761	7.111721
8.480346	6.539045
7.842199	7.696661
8.890426	8.938528
8.142416	6.306634
7.181390	5.295065
9.034144	7.846382
7.513421	7.160716
10.197415	9.727198
7.646868	7.849549
8.320015	8.480723
9.334694	8.104523
7.388768	6.918480
9.006441	8.256222
8.502165	8.162154
9.026635	10.042077
8.077996	8.297718
7.663869	8.710808
8.873751	8.662158
7.701653	8.130904
9.720971	10.153922
8.835936	8.215690
9.807325	9.523152
10.116109	9.814498
9.754837	9.500092
8.282935	7.417861
8.966431	9.941797
9.836755	10.973725
8.467524	9.153056
7.905109	6.934776
7.878934	9.225697
8.799212	9.024947
10.463980	10.298502
8.260864	7.742678
9.734934	8.892269
8.249245	6.986326
8.375716	6.850093
7.491162	8.002126
8.086600	9.051092
8.056886	7.556018
8.495745	9.349338
9.502029	8.206630
8.090268	7.359198
9.026861	9.181601
8.346259	8.358489
9.570317	8.462549
7.948112	7.795177
7.564910	8.841048
8.125564	9.026225
6.425480	6.762048
9.445187	9.690912
6.744915	5.622777
7.419596	6.688798
9.066251	8.987795
9.179010	9.426196
7.900605	6.766799
8.255531	8.090245
8.461057	7.312667
7.373055	6.371475
8.200592	9.199505
9.467527	11.591635
8.388933	8.707702
8.587670	9.483340
8.153599	8.519941
7.310640	7.809839
10.135989	12.827573
8.259904	10.039919
8.482677	8.401851
9.452053	8.895299
7.844632	9.444328
6.585716	4.429226
8.054045	7.775654
9.475962	11.494278
