-0.484797	-0.023453	2
0.966428	1.256860	2
7.689819	6.912097	1
8.115930	10.129496	1
16.201336	16.505804	0
16.702641	17.404272	0
0.421938	-0.832507	2
17.802885	17.677738	0
9.256605	9.473150	1
-2.276708	-2.430667	2
15.891393	14.983457	0
17.727565	20.081919	0
-2.838280	-2.807275	2
17.597200	18.579508	0
0.857803	-0.367866	2
8.875473	9.851037	1
15.880202	16.431257	0
8.540884	7.622016	1
-0.541743	0.054059	2
7.090214	5.989356	1
7.278050	6.990553	1
1.639792	3.201985	2
16.565415	16.550323	0
1.977206	2.183715	2
-0.140208	-1.056191	2
15.127696	17.363390	0
13.271126	13.038380	0
8.160419	7.293345	1
8.670711	10.149035	1
0.395595	1.097757	2
6.344610	5.401586	1
0.484384	-0.744829	2
1.103932	-0.733287	2
7.517000	7.150589	1
15.217155	15.742585	0
9.031110	9.381476	1
0.584442	0.007537	2
-0.624082	-1.198415	2
-1.493291	-2.046716	2
16.288438	16.516095	0
6.667533	5.617311	1
1.427358	1.474933	2
1.192478	0.309793	2
14.122746	16.333442	0
16.976378	15.648428	0
-0.009568	0.210704	2
8.597282	9.093282	1
9.193005	8.493739	1
16.020331	15.852266	0
0.910967	0.466284	2
8.244005	7.848409	1
16.499594	16.232918	0
14.530742	13.253019	0
16.761783	15.638248	0
6.944186	8.059819	1
8.268704	9.205094	1
6.087218	5.295189	1
16.534998	17.526654	0
16.041501	16.972792	0
8.829705	10.048946	1
14.096313	13.641635	0
9.359002	9.795505	1
0.513753	0.732420	2
9.226581	7.837132	1
8.074561	5.352062	1
16.059103	14.190489	0
7.695258	8.130268	1
-0.712368	-0.624744	2
-0.613478	-1.228940	2
0.395408	0.544866	2
7.138122	7.731280	1
-0.635241	-1.711520	2
1.098945	0.141468	2
15.979969	18.843510	0
6.833763	7.264719	1
16.979190	18.646528	0
7.449675	7.430244	1
15.818932	16.589072	0
8.422198	8.215752	1
16.661870	15.909876	0
8.596191	7.640581	1
1.044585	0.379262	2
-0.903505	-0.707222	2
9.988578	11.740171	1
16.281267	16.109390	0
8.021240	7.248789	1
-1.024867	-1.280600	2
7.315615	9.075258	1
8.667721	7.223404	1
0.447090	-0.835023	2
16.461741	16.079431	0
16.503189	17.756851	0
16.255736	15.574491	0
-1.255645	-0.963779	2
8.100318	8.319609	1
0.466088	-0.265551	2
6.424835	7.267416	1
-0.504310	-0.191681	2
1.173880	2.782312	2
-0.562543	0.148972	2
13.626165	14.107682	0
13.520768	12.919405	0
8.763330	8.804605	1
8.015278	9.178872	1
6.432118	7.136862	1
15.490064	13.717876	0
16.514495	16.366821	0
8.717066	7.414811	1
8.563320	8.916676	1
16.738111	17.776201	0
-0.009708	-0.814400	2
15.587074	14.062596	0
17.564084	17.478183	0
-0.543391	-0.057010	2
7.649927	6.533894	1
-1.505300	-0.635644	2
15.157939	15.823724	0
15.704788	17.842043	0
0.878412	1.392248	2
0.512716	0.719467	2
6.936160	6.856730	1
0.037897	1.354020	2
0.603170	0.132149	2
17.289493	18.270617	0
15.743791	15.710292	0
0.692681	1.240581	2
8.769613	8.192420	1
1.047138	2.612420	2
15.297849	16.028469	0
-1.451583	-0.811003	2
7.339036	9.005470	1
7.821771	6.122852	1
16.460745	15.817701	0
15.906603	18.287933	0
-0.545337	-1.225987	2
16.673941	16.567561	0
1.305597	-0.445281	2
17.051487	15.560139	0
8.106690	7.848778	1
16.869599	16.422240	0
16.153389	17.056318	0
16.269006	17.332573	0
6.555669	5.232993	1
15.631377	14.461926	0
15.303744	14.527147	0
10.799406	12.799473	1
-0.769344	-0.381755	2
8.275846	8.493651	1
8.356919	7.294938	1
0.334173	-2.016891	2
16.194895	16.514704	0
-0.568875	-2.418103	2
7.843694	7.560110	1
16.525851	15.423255	0
15.200138	13.926781	0
9.976417	8.209601	1
-0.325086	0.393939	2
15.146329	15.194118	0
8.679944	10.145306	1
0.589522	0.526776	2
7.109142	5.308839	1
14.849171	15.711472	0
8.102942	6.792186	1
-0.774927	-0.225221	2
-1.310552	-0.876650	2
14.696601	13.879926	0
0.947947	1.702516	2
16.993533	17.109232	0
16.540531	15.555597	0
-0.827497	-0.432818	2
15.307301	16.584472	0
-1.628186	-1.111234	2
8.327494	9.175485	1
-0.633902	-0.383088	2
0.120736	1.799967	2
1.465418	1.005918	2
8.680083	8.534551	1
0.183201	0.792860	2
1.074316	0.929424	2
15.188516	14.889350	0
6.910941	7.913489	1
9.022820	8.761344	1
15.423844	15.423168	0
16.277080	16.236918	0
7.657754	6.662341	1
-0.614906	-1.079876	2
7.760919	8.188879	1
14.998615	14.863940	0
0.353200	1.125846	2
-0.409292	-1.136045	2
15.739231	16.944362	0
6.539795	5.767337	1
10.366636	10.343129	1
9.382799	9.353799	1
8.912786	8.735709	1
0.486739	-0.459101	2
-0.645635	-1.594507	2
8.991012	8.397416	1
15.060719	14.574979	0
8.568141	7.505494	1
7.846862	6.914749	1
0.793174	1.349346	2
7.450299	5.668591	1
9.118817	8.242075	1
16.339490	15.954899	0
7.902366	8.523900	1
-2.119351	-1.978908	2
14.810181	13.888404	0
16.023301	16.362768	0
0.121421	0.908936	2
7.987995	8.720807	1
0.112457	0.559035	2
16.595621	16.508032	0
0.709466	-0.026481	2
1.405197	1.552423	2
15.927314	14.426440	0
15.676094	15.148804	0
-0.423696	-0.424239	2
0.683718	-1.006072	2
8.309634	7.833220	1
0.044572	-0.440549	2
1.096601	0.911189	2
8.576236	10.484719	1
-2.646178	-3.250292	2
17.069698	17.360404	0
0.065273	0.555174	2
15.134664	15.248425	0
0.176691	-0.556712	2
16.668010	16.669349	0
9.749733	10.006361	1
-0.436071	-0.656651	2
1.135743	2.788280	2
7.968072	6.918386	1
-0.314739	0.070834	2
8.523715	9.109092	1
-2.020520	-1.856504	2
